text_id	sp_code	lang	sentence	(word)	(rus)	gloss	form	p	atr	ep	clause	seq_nr	comment
b8	kvan3	Bagvalal	49	ek’ʷa-ʁala w=ič’-eː-raː-χ	есть умирать	cop-rala m=v-caus-ipf-conv	present	other	NA	NA	quote	48	
t1	mish2	Tsakhur	49			v-ipf	present	other	naf		main line	56	past translation
t3	mish4	Tsakhur	49	alʲaːt’-u	брать	4.v-pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	49	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	61	
t3	mish4	Tsakhur	49	heːʔ-e	делать	3.v-imp	imperative	other	naf		quote	61	
t4	mish4	Tsakhur	49	gi=w=ʔur-o=b w=uxa	садиться-быть стать	hpl.v.pf-v=hpl hpl=v.pf	unknown	other	naf		main line	62	
t6	mish5	Tsakhur	49	NA	NA	NA	NA	NA			conversation	66	
b23	kvan9	Bagvalal	50			n=v-ms.ipf-conv cop	present	other	NA	NA	main line	35	past translation
b23	kvan9	Bagvalal	50			v-ms.ipf-conv n=v	preterite_imperfect	other	NA	NA	main line	35	
b8	kvan3	Bagvalal	50	w=ič’a	смотреть	m=v-pot.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	50	w=eɬi	идти	m=v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	50	ha=w=ʔ-u	делать	3=v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	50	t’abalʲ-aʔ-u	находить-делать	v-npl.v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	50	ileːzʷar-a=j=ʔ-ɨ	стоять-делать	2=v-2=v-pf	aorist	pst	naf		main line	61	
t4	mish4	Tsakhur	50	ɨxa-na	стать	1.v.pf-aa	atr_aorist	pst	af		main line	62	
t6	mish5	Tsakhur	50	ɢadže-na	видеть	4.v.pf-aa	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	50	gʲa=w=kː-u-na	направлять	3=v-pf-aa	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	50	alʲaʔ-in	одевать	4.v.pf-a	participle	other	ptcp		non-clausal	66	
b23	kvan3	Bagvalal	51			n=v n=v-pot-fut1	future-in-the-past	other	NA	NA	main line	36	
b23	kvan3	Bagvalal	51			v-ms.pot.inf	infinitive	other	NA	NA	dependent	36	
b23	kvan3	Bagvalal	51			n=v-ipf-conv n=v-ro-m	preterite_imperfect	other	NA	NA	first	36	
b8	kvan3	Bagvalal	51	š’ibeː-raː-χ w=isã	давить находить	v-ipf-conv m=v	preterite_imperfect	other	NA	NA	main line	48	find construction
t3	mish4	Tsakhur	51	ilʲo=r=zur	останавливаться	2=v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	51	ileːzʷar-a=j=ʔ-ɨ	стоять-делать	2=v-2=v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	51	hiwo	давать	v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	51	gi=w=x-u wo=b	класть быть	3=v-pf v=3	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	51	ɨxa deš-o=r	стать не.быть-быть	1.v.pf neg.cop-v=1	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	51	kar-o=r ɨxa	человек-быть стать	noun.1-v=1 1.v.pf	naf_perfect	pf	naf	ep	main line	62	
t6	mish5	Tsakhur	51	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	51	wo=r=na	быть	v=1=aa	atr_present	other	af		quote	66	
b8	kvan3	Bagvalal	52	b=išːi=w=o	хватать	n=v=m=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	52	w=uššu	вытаскивать	m=v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	52	wo=d=ɨn	быть	v=4-a	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	52	heʔ-e	делать	4.v-imp	imperative	other	naf		quote	61	
t3	mish4	Tsakhur	52	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	52	gi=w=xʷ-iːnɢaˁ	класть	3=v.pf-temp1	sconverb	other	naf		dependent	61	
t4	mish4	Tsakhur	52	iwho	говорить	v.pf	aorist	pst	naf		quote	62	
t4	mish4	Tsakhur	52	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	52	ajr-es-wɨ	приходить	1.v-pot-wy	potential	other	naf		quote	62	
t6	mish5	Tsakhur	52	mažbɨr-xa-na	должен-стать	adj?-1.v.pf-aa	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	52	wo=r=na	быть	v=1=aa	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	52	iwh-es	говорить	v-pot	infinitive	other	naf		dependent	66	
b1	kvan4	Bagvalal	53	w=alli=w=o ek’ʷa	звать есть	m=v=m=conv cop	perfect	pf	NA	NA	first	3	
b8	kvan3	Bagvalal	53	b=ac’=ir	достигать	hpl=v=hpl	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	53	wo=d=ɨn	быть	v=4-a	atr_present	other	af		quote	61	
t3	mish4	Tsakhur	53	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	53	wudž-o=r=na	сам-быть	pron.1-v=1=aa	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	53	iwho wo=d	говорить	v.pf v=4	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	53	gʲuʔur-na	садиться	1.v.pf-aa	participle	other	ptcp		non-clausal	62	
t6	mish5	Tsakhur	53	haʔ-iːn	делать	4.v.pf-a	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	53	a=r=iːn-ɢʷ-eː	приходить	1=v.pf-a-obl.1-erg	participle	other	ptcp		non-clausal	66	
t6	mish5	Tsakhur	53	a=r=iː-n-ɢʷ-eː	приходить	1=v.pf-a-obl.1-erg	participle	other	ptcp		non-clausal	66	
t6	mish5	Tsakhur	53	deš	не.быть		present	other	naf		quote	66	
b1	kvan4	Bagvalal	54	b=uk’a=b=o ek’ʷa	быть есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	3	
b8	kvan3	Bagvalal	54	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	54	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	61	
t3	mish4	Tsakhur	54	wo=d=ɨm=mɨ	быть	v=npl=a-pl	atr_present	other	af		quote	61	
t3	mish4	Tsakhur	54	indžimiš-m-eːx-e	обижаться-стать	v-prh-2.v-ipf	prohibitive	other	naf		quote	61	
t4	mish4	Tsakhur	54	iwho-jn	говорить	v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	54	ilʲakː-ɨ-na	смотреть	1.v-pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	54	deš w=aˁχ-a-na	не.быть мочь	neg.cop 3=v-ipf-aa	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	54	qoːˁq-as	красть	3-v-pot	infinitive	other	naf		dependent	62	
t6	mish6	Tsakhur	54	diš-xe	не.быть	neg.cop-hab	habitual	other	naf		conversation	66	
b1	kvan4	Bagvalal	55	hinč’a-li-r	большой	adj-vrb-msd	masdar	other	NA	NA	NA	3	
b1	kvan4	Bagvalal	55	ħarzal-li-r 	изобильный 	adj-vrb-msd	masdar	other	NA	NA	NA	3	
b1	kvan4	Bagvalal	55	heƛ’i=b=o ek’ʷa	говорить есть	n=v=n=conv cop	perfect	pf	NA	NA	main line	3	
b1	kvan4	Bagvalal	55	ek’ʷa	есть	cop	present	other	NA	NA	quote	3	
b8	kvan3	Bagvalal	55	b=uk-a-bila-da	оказываться	n=v-pot-ant1-da	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	55	b=ut-aː-ʁedi	развязываться	hpl=v-caus.pot.imp-redi	imperative	other	NA	NA	quote	48	
t3	mish4	Tsakhur	55	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	em2 as copula in the complement clause?
t4	mish4	Tsakhur	55	gadže	видеть	1.v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	55	gadže-jnɢaˁ	видеть	4.v.ipf-temp1	sconverb	other	naf		dependent	62	
t4	mish4	Tsakhur	55	gadže-jnɢaˁ	видеть	4.v.ipf-temp1	sconverb	other	naf		dependent	62	
t6	mish5	Tsakhur	55	NA	NA	NA	NA	NA			conversation	66	
b1	kvan4	Bagvalal	56	b=uh-eː-r-oː=b	собираться	n=v-caus-ipf-part=n	participle	other	NA	NA	dependent	3	
b1	kvan4	Bagvalal	56	ek’ʷa	есть	cop	present	other	NA	NA	quote	3	
b1	kvan4	Bagvalal	56	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	3	
b8	kvan3	Bagvalal	56	b=uk’a-č’i b=uɬu-raː-χ	быть становиться	n=v-neg n-v-ipf-conv	preterite_pluperfect	other	NA	NA	main line	48	
t3	mish4	Tsakhur	56	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	61	
t3	mish4	Tsakhur	56	wo=b=na	быть	v=3=aa	atr_present	other	af		quote	61	past translation
t4	mish4	Tsakhur	56	haʔ-as	делать	4.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	56	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	56	aˁχ-as deš	мочь не.быть	4.v-pot neg.cop	naf_prospective	other	naf	ep	quote	62	
t6	mish4	Tsakhur	56	wo=d=un	быть	v=4-a	atr_present	other	af		comment	66	
b1	kvan4	Bagvalal	57	b=uq’-a-ʁedi	резать	n=v-pot.imp-redi	imperative	other	NA	NA	quote	3	
b1	kvan4	Bagvalal	57	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	3	
b8	kvan3	Bagvalal	57	w=eɬi=w=o	идти	m=v=m=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	57	r=išːi=r=o	хватать	npl=v=npl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	57	w=eɬ-a-sː-ʁe	идти	m=v-ms.pot-fut1-re	future	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	57	b=uƛ’-a-ʁa-di	гнать	n=v-pot.imp-ra-di	imperative	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	57	č’e-raː	выкидывать	v-ms.pot.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	57	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	57	ačmiš-ha=w=ʔ-u	открывать-делать	v-3=v-pf	converb	other	naf		dependent	61	
t3	mish4	Tsakhur	57	ha=w=g-u wo=b	показывать быть	3=v-pf v=3	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	57	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	57	qoˁ=p=q-u-na wudž-o=r=na	красть сам-быть	3=v-pf-aa pron.1-v=1=aa	atr_unknown	other	af		quote	62	
t6	mish5	Tsakhur	57	k’ʲaʔ-u	класть	4.v-pf	aorist	pst	naf		quote	66	
t6	mish5	Tsakhur	57	giːˁχ-ɨ	кидать	npl.v-pf	aorist	pst	naf		quote	66	
t6	mish5	Tsakhur	57	deš	не.быть	neg.cop	present	other	naf		quote	66	
b8	kvan3	Bagvalal	58			v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	58	j=ec’a-na deš	знать не.быть	2=v-aa neg	atr_present	other	af		dependent	61	
t3	mish4	Tsakhur	58	ac’a-na deš	знать не.быть	1.v-aa neg	atr_present	other	af		dependent	61	
t3	mish4	Tsakhur	58	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	58	qoˁ=p=q-u-wɨ	украсть	3.v-pf-wy	aorist	pst	naf		quote	62	
t4	mish4	Tsakhur	58	ali=w=k-e	заставлять	3=v-imp	imperative	other	naf		quote	62	
t4	mish4	Tsakhur	58	haːʔ-as	делать	3.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	58	inʲammiš-de-x-e-xeː	верить-стать	v-neg-1.v-ipf-cond2	sconverb	other	naf		dependent	62	
t6	mish5	Tsakhur	58	mažbɨr-xa	должен-стать	adj?-1.v.pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	58	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	58	wo=b=na	быть	v=3=aa	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	58	wo=b=na	быть	v=3=aa	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	58	alʲaːt’-a deš-in	брать не.быть	4.v-ipf neg.cop-a	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	58	č’ɨˁr-oːx-e deš-da	больной-стать не.быть	adj-3.v-ipf neg.cop-aa	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	58	pič-oːx-e deš-da	плохой-стать не.быть	adj-3.v-ipf neg.cop-aa	atr_present	other	af		quote	66	
t6	mish5	Tsakhur	58	ejx-e-n deš-xe	стать не.быть	4.v-ipf-a neg.cop-hab	habitual	other	naf		quote	66	
b8	kvan3	Bagvalal	59			v=n=conv neg.cop-ra-di	perfect	pf	NA	NA	quote	48	
b8	kvan3	Bagvalal	59			m=v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	59	wo=d=ɨn	быть	v=4=a	atr_present	other	af		quote	61	
t3	mish4	Tsakhur	59	wo=b=na	быть	v=4=aa	atr_present	other	af		quote	61	
t4	mish4	Tsakhur	59	iwho	говорить	v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	59	a=w=t’ul	привязывать	3=v.pf	aorist	pst	naf		quote	62	
t4	mish4	Tsakhur	59	a=r=na	приходить	1=v.pf-aa	atr_aorist	pst	af		quote	62	
t4	mish4	Tsakhur	59	ac’a-x-es	знать-стать	4.v-4.v-pot	potential	other	naf		quote	62	
t4	mish4	Tsakhur	59	w=ac’a-w=x-es	знать-стать	3=v-3=v-pot	potential	other	naf		quote	62	
t6	mish6	Tsakhur	59	NA	NA	NA	NA	NA			conversation	66	
b8	kvan3	Bagvalal	60			hpl=v-caus=hpl	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	60			hpl=v=hpl	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	60	ɨxa	стать	4.v.pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	60	inʲammiš-ex-e-na	верить-стать	v-1.v-ipf-aa	atr_present	other	af		quote	61	
t3	mish4	Tsakhur	60	heːʔ-e	делать	3.v-imp	imperative	other	naf		quote	61	
t3	mish4	Tsakhur	60	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	60	ič’-u	входить	1.v-pf	aorist	pst	naf		quote	62	in previous clauses em1 as a copula, it seems
t4	mish4	Tsakhur	60	ačmiš-ha=w=ʔ-u	открывать-делать	v-3=v-pf	aorist	pst	naf		quote	62	
t4	mish4	Tsakhur	60	qɨʁa=w=š-u-na	вытаскивать	3=v-pf-aa	atr_aorist	pst	af		quote	62	
t4	mish4	Tsakhur	60	ha=w=ʔ-u wo=b	делать быть	3=v-pf v=3	naf_perfect	pf	naf	ep	main line	62	
t6	mish4	Tsakhur	60	NA	NA	NA	NA	NA			conversation	66	
b1	kvan4	Bagvalal	61	w=alli=w=o ek’ʷa	звать есть	m=v=m=conv cop	perfect	pf	NA	NA	first	4	
b8	kvan3	Bagvalal	61			n=v=hpl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	61			v + v=hpl	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	61	ič’-u-na	входить	1.v-pf-aa	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	61	iwho wo=d	говорить быть	v.pf v=4	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	61	baʁlamiš-aːʔ-a-ni	закрываться-делать	v-3.v-ipf-aobl	participle	other	ptcp		non-clausal	61	
t4	mish4	Tsakhur	61	qoˁ=p=q-u-wɨ	красть	3=v-pf-wy	aorist	pst	naf		dependent	62	
t4	mish4	Tsakhur	61	inʲammiš-xa-na	верить-стать	v-1.v.pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	61	ha=w=ʔ-iːnɢaˁ	делать	3=v.pf-temp1	sconverb	other	naf		dependent	62	
t6	mish6	Tsakhur	61	wo=d=un	быть	v=4=a	atr_present	other	af		conversation	66	
b1	kvan4	Bagvalal	62	b=uhaː	забирать	n=v-pot.inf	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	62	b=uku-r-oː=b	быть.должным	n=v-ipf-part=n	participle	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	62	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	4	
b8	kvan3	Bagvalal	62			n=v=part.n=temp	sconverb	other	NA	NA	dependent	48	
t3	mish4	Tsakhur	62	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	62	hile	дать	npl.v.imp	imperative	other	naf		quote	61	
t4	mish4	Tsakhur	62	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	62	aˁχ-iːn-ki	мочь	4.v.pf-a-ki	atr_aorist	pst	af		quote	62	
t4	mish4	Tsakhur	62	w=aˁχ-ɨ-na-ki	мочь	3=v-pf-aa-ki	atr_aorist	pst	af		quote	62	
t4	mish4	Tsakhur	62	(haʔ-a-na)	делать	4.v-ipf-aa	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	62	haʔ-as	делать	4.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	62	qoˁq-as	красть	3.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	62	w=uxe-na	стать	3=v.imp-opt	optative	other	naf		quote	62	
t6	mish5	Tsakhur	62	iwho-da	говорить	v=adv.4	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t6	mish5	Tsakhur	62	ilʲaːk-ɨ	смотреть	hpl.v-pf	aorist	pst	naf		main line	66	
b1	kvan4	Bagvalal	63	džeː=r=o	делать	v=npl=conv	converb	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	63	ešːa=n=o	надевать.шапку	v=npl=conv	converb	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	63	b=el-aː-l-o=ba ek’ʷa-ʁe	идти есть	hpl=v-ms.pot-fut-part=hpl cop-re	future	other	NA	NA	quote	4	
b1	kvan4	Bagvalal	63	k’anc’ur-aː	прыгать	v-ms.pot-inf	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	63	heƛ’i=b=o ek’ʷa	говорить есть	v=n=conv cop	perfect	pf	NA	NA	main line	4	
b8	kvan3	Bagvalal	63			v=m=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	63			m=v v v-ipf-conv	preterite_imperfect	other	NA	NA	main line	48	
t3	mish4	Tsakhur	63	baʁlamiš wo=b=na haːʔ-a	закрываться быть делать	v v=3=aa 3.v-ipf	af_durative	other	af	nep	quote	61	
t3	mish4	Tsakhur	63	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	63	deš-da	не.быть	neg.cop-aa	atr_present	other	af		quote	61	
t4	mish4	Tsakhur	63	iwho-jn	говорить	v-a	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	63	qi=w=k-e	уводить	3=v-imp	imperative	other	naf		quote	62	
t4	mish4	Tsakhur	63	hoːra	идти	1.v.imp	imperative	other	naf		quote	62	
t4	mish4	Tsakhur	63	w=ukːan deš	хотеть не.быть	3=v.ipf neg.cop	present	other	naf		quote	62	
t4	mish4	Tsakhur	63	oˁgmiš-me-x-e-xe	хвастаться-стать	v-prh-1.v-ipf-hab	prohibitive	other	naf		quote	62	
t6	mish5	Tsakhur	63	iwho	говорить	v.pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	63	inʲammiš-d-e=w=xa	верить-стать	v-neg-hpl=v.pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	63	qɨʁɨ=w=č’-u	выходить	3=v-pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	63	alʲa=p’=t’-u	брать	3=v-pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	63	ilʲaːk-ɨm-mɨ	смотреть	hpl.v-pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	63	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	63	ɨˁ=w=χ-iːnɢaˁ	ударять	3=v.pf-temp1	sconverb	other	naf		dependent	66	
t6	mish5	Tsakhur	63	alʲa=p’=t’ʷ-iːnɢaˁ	брать	3=v.pf-temp1	sconverb	other	naf		dependent	66	
b1	kvan4	Bagvalal	64	b=uhaː	собирать	n=v-pot.inf	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	64	uha=m=o ek’ʷa	мочь есть	v=n=conv cop	perfect	pf	NA	NA	main line	4	
b8	kvan3	Bagvalal	64			v-v-caus	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	64			n=v-neg v n=v-ipf-conv	preterite_imperfect	other	NA	NA	main line	48	
t3	mish4	Tsakhur	64	inʲammiš-a=j=ʔ-ɨ	верить-делать	v-2=v-pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	64	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	64	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	64	razi-de-xa	согласный-стать	adj-neg-1.v.pf	converb	other	naf		dependent	61	
t3	mish4	Tsakhur	64	qal-e	приносить	npl.v-imp	imperative	other	naf		quote	61	
t4	mish4	Tsakhur	64	deš-da	не.быть	neg.cop-aa	participle	other	ptcp		non-clausal	62	
t4	mish4	Tsakhur	64	h-im-aʔ-a-xe	делать	prh-3.v-ipf-hab	prohibitive	other	naf		quote	62	
t6	mish5	Tsakhur	64	aːq-iːn	открывать	4.v-pf-a	atr_aorist	pst	af		main line	66	
b1	kvan4	Bagvalal	65	b=uχː-aː-ɬ-o=ba ek’ʷa	оставляться есть	hpl=v-pot-fut-part=hpl cop	future	other	NA	NA	quote	4	
b1	kvan4	Bagvalal	65	b=ihi-ra	брать	n=v-ipf.inf	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	65	b=ešt-aː-la	пускать	hpl=v-pot.inf-la	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	65	b=et-aː-la	оставлять	n=v-pot.inf-la	infinitive	other	NA	NA	dependent	4	
b1	kvan4	Bagvalal	65	heƛ’i=b=o ek’ʷa	говорить есть	v=n=conv cop	perfect	pf	NA	NA	main line	4	
b8	kvan3	Bagvalal	65			f=v-ms.ipf.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	65			cop=part.f	participle	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	65			v	preterite	pst	NA	NA	main line	48	
t3	mish4	Tsakhur	65	qa=dʲ=iːm-mɨ	приносить	npl=v.pf-a-pl	atr_aorist	pst	af		quote	61	
t4	mish4	Tsakhur	65	deš-da	не.быть	neg.cop-aa	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	65	qoˁq-as-da	красть	3=v-pot-aa	participle	other	ptcp		non-clausal	62	
t4	mish4	Tsakhur	65	oˁgmiš-eːx-e-jiː-niː	хвастаться-стать	v-1.v-ipf-em1-em2	present	other	naf		quote	62	past translation
t4	mish4	Tsakhur	65	gi=w=ʔur-iːnɢaˁ	садиться	hpl=v.pf-temp1	sconverb	other	naf		dependent	62	
t6	mish6	Tsakhur	65	wo=d=un	быть	v=4=a	atr_present	other	af		conversation	66	
b8	kvan3	Bagvalal	66			n=v-pot.imp-rala	imperative	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	66			n=v-ipf-conv cop-rala	present	other	NA	NA	quote	48	
t3	mish4	Tsakhur	66	qa=d=ɨ	приносить	4=v.pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	66	gʲakː-ɨ	смотреть	1.v-pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	66	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	66	qal-e	приносить	npl.v-imp	imperative	other	naf		quote	61	
t3	mish4	Tsakhur	66	q’abɨ;-eːx-e deš-o=d	нравиться-стать не.быть-быть	v-npl.v-ipf neg.cop-v=npl	naf_durative	other	naf	ep	quote	61	
t4	mish4	Tsakhur	66	a=r=ɨ	приходить	1=v.pf	aorist	pst	naf		quote	62	
t4	mish4	Tsakhur	66	qoˁ=p=q-u	красть	3=v-pf	aorist	pst	naf		quote	62	
t6	mish5	Tsakhur	66	wo=d=un	быть	v=4=a	atr_present	other	af		conversation	66	
t6	mish5	Tsakhur	66	hiwaːdž-es	сохранять	npl.v-pot	potential	other	naf		conversation	66	
t6	mish5	Tsakhur	66	hiwaːdž-es	сохранять	3.v-pot	potential	other	naf		conversation	66	
b8	kvan3	Bagvalal	67			v=hpl=conv	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	67			v + v-pot.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	67			v-la	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	67			v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	67			n=v-neg	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	67			n=v-pot-cond	sconverb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	67			hpl=v-ms.pot-cond-neg	sconverb	other	NA	NA	dependent	48	
t3	mish4	Tsakhur	67	iwho	говорить	v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	67	iwho	говорить	v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	67	alʲa=p’=t’-u	брать	3=v-pf	aorist	pst	naf		quote	61	
t3	mish4	Tsakhur	67	iwho	говорить	v.pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	67	a=r=k’ɨn-na	уходить	1=v.pf-aa	atr_aorist	pst	af		quote	61	
t3	mish4	Tsakhur	67	a=r=k’ɨn-iːnɢaˁ	уходить	2=v.pf-temp1	sconverb	other	naf		dependent	61	
t4	mish4	Tsakhur	67	deš-da	не.быть	neg.cop-aa	atr_present	other	af		quote	62	
t4	mish4	Tsakhur	67	deš-xeː	не.быть	neg.cop-cond2	sconverb	other	naf		dependent	62	
t6	mish4	Tsakhur	67	(wo=d=un)	быть	v=4=a	atr_present	other	af		conversation	66	
t6	mish4	Tsakhur	67	haʔ-iːn	делать	4.v.pf-a	participle	other	ptcp		dependent	66	
b8	kvan3	Bagvalal	68			v	preterite	pst	NA	NA	main line	48	
b8	kvan3	Bagvalal	68			n=v-ipf-conv n=v-neg-rabi	preterite_imperfect	other	NA	NA	main line	48	
t3	mish4	Tsakhur	68	gozetʲ-a=w=ʔ-u-na	ждать-делать	v=3=v-pf-aa	atr_aorist	pst	af		main line	61	
t3	mish4	Tsakhur	68	a=r=k’ɨn-iːnɢaˁ	уходить	1=v.pf-temp1	sconverb	other	naf		dependent	61	
